Version ID	Master ID	Skeletal code	Publication	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Group ID	Locality	Country	Lat.	Long.	Data source	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Y haplogroup in terminal mutation notation (automatically called)	Y haplogroup  in ISOGG v15.73 notation (automatically called)	mt haplogroup	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"
ART026	ART026	S216 Temp3	SkourtaniontiCell2020	Direct: IntCal20	5163	78	3347-3092 calBCE (4491±26 BP, MAMS-33549)	Turkey_Arslantepe_LateC	Malatya Province, Arslantepe	Turkey	38.381944	38.361111	1240K	3.442278	820234	F	n/a (female)	n/a (female)	K1a8b	PASS	damage.ds.half=0.01
ART012	ART012	H331	SkourtaniontiCell2020	Direct: IntCal20	5159	83	3340-3032 calBCE (4479±26 BP, MAMS-33539)	Turkey_Arslantepe_LateC	Malatya Province, Arslantepe	Turkey	38.381944	38.361111	1240K	3.787709	881003	F	n/a (female)	n/a (female)	N1a1a1a	PASS	damage.ds.half=0.02
ART011	ART011	S220-1	SkourtaniontiCell2020	Direct: IntCal20	4640	91	2860-2506 calBCE (4103±25 BP, MAMS-33538)	Turkey_Arslantepe_EBA	Malatya Province, Arslantepe	Turkey	38.381944	38.361111	1240K	1.599685	640615	M	J-Y17946	J2a1a1a2b2a3b1a1b~	T2c1	PASS	Xcontam=[0.006,0.016], damage.ds.half=0.02
ART010	ART010	H327 S220-2	SkourtaniontiCell2020	Direct: IntCal20	4625	93	2857-2501 calBCE (4095±26 BP, MAMS-33537)	Turkey_Arslantepe_EBA	Malatya Province, Arslantepe	Turkey	38.381944	38.361111	1240K	3.07432	779700	F	n/a (female)	n/a (female)	U8b1a1	PASS	..
ART009	ART009	H326	SkourtaniontiCell2020	Direct: IntCal20	4553	74	2838-2495 calBCE (4069±20 BP, MAMS-37487)	Turkey_Arslantepe_EBA	Malatya Province, Arslantepe	Turkey	38.381944	38.361111	1240K	7.252254	1000065	F	n/a (female)	n/a (female)	K1a28	PASS	..
I2499	I2499	U1c	LazaridisNature2017	Direct: IntCal20	4514	74	2836-2468 calBCE (4040±35 BP, Poz-82213)	Turkey_EBA	Mediterranean, Isparta, Harmanören-Göndürle Höyük	Turkey	37.91774	30.70839	1240K	0.470644	382206	F	n/a (female)	n/a (female)	K1a2	PASS	..
I2683	I2683	G3/95	LazaridisNature2017	Direct: IntCal20	4479	41	2621-2467 calBCE (4015±30 BP, PSUAMS-1988)	Turkey_EBA	Mediterranean, Isparta, Harmanören-Göndürle Höyük	Turkey	37.91774	30.70839	1240K	5.570575	904038	F	n/a (female)	n/a (female)	T2b+152	PASS	..
I2495	I2495	A-4-1	LazaridisNature2017	Direct: IntCal20	4355	62	2560-2295 calBCE (3925±35 BP, Poz-81111)	Turkey_EBA	Mediterranean, Isparta, Harmanören-Göndürle Höyük	Turkey	37.91774	30.70839	1240K	8.01713	988326	M	J-Z18463	J1a2b2~	H	PASS	..
ART001	ART001	H156 S138	SkourtaniontiCell2020	Direct: IntCal20	4342	49	2469-2298 calBCE (3908±26 BP, MAMS-33533)	Turkey_Arslantepe_EBA	Malatya Province, Arslantepe	Turkey	38.381944	38.361111	1240K	2.520321	782845	M	J-Z6264	J2a1a1a2b2a1b1b~	H14b3	PASS	Xcontam=[0.005,0.011], damage.ds.half=0.02
TIT012	TIT012	'96 TH 63202/1	SkourtaniontiCell2020	Context: Archaeological - Period	4100	29	2200-2100 BCE	Turkey_TitrisHoyuk_EBA	Şanlıurfa Province, Titriş Höyük	Turkey	37.4759306	38.6783333	1240K	0.026284	28790	U	n/a (sex unknown)	n/a (sex unknown)	..	PASS	..
TIT025	TIT025	'98 TH 80074	SkourtaniontiCell2020	Context: Archaeological - Period	4100	29	2200-2100 BCE	Turkey_TitrisHoyuk_EBA	Şanlıurfa Province, Titriş Höyük	Turkey	37.4759306	38.6783333	1240K	0.020066	22683	U	n/a (sex unknown)	n/a (sex unknown)	..	PASS	..
ALA024	ALA024	45.44, Locus 68, AT 6572	SkourtaniontiCell2020	Direct: IntCal20	3889	63	2115-1776 calBCE (3586±39 BP, MAMS-33690)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	0.063383	67466	F	n/a (female)	n/a (female)	U3b	PASS	..
ALA015	ALA015	45.45, Locus 48, AT 015741	SkourtaniontiCell2020	Direct: IntCal20	3861	49	2018-1778 calBCE (3566±26 BP, MAMS-33683)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	0.570278	423452	M	T-L208	T1a1a	K1a	PASS	Xcontam=[0.001,0.019]
ALA084	ALA084	45.72, Locus 03-3065, skeleton S04-19	SkourtaniontiCell2020	Direct: IntCal20	3844	51	2012-1775 calBCE (3556±25 BP, MAMS-41108)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	0.105835	114812	M	L-L595	L	..	PASS	..
ALA035	ALA035	45.45, Locus 7, AT 7940	SkourtaniontiCell2020	Direct: IntCal20	3820	53	1954-1772 calBCE (3543±24 BP, MAMS-33697)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	0.253097	224787	M	J-Z2317	J1a2a1a2d2b2b2~	H20a	PASS	..
ALA023	ALA023	45.44, Locus 65, AT 6029	SkourtaniontiCell2020	Direct: IntCal20	3785	47	1928-1751 calBCE (3520±25 BP, MAMS-38610)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	0.138956	139499	F	n/a (female)	n/a (female)	N1b1a	PASS	..
ALA095	ALA095	45.72; Locus 03-3013, Locus 03-3016; Pail 54; Skeleton S04-6	SkourtaniontiCell2020	Direct: IntCal20	3780	46	1922-1750 calBCE (3516±25 BP, MAMS-41109)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	0.884495	565243	M	J-Y31143	J2b2b1~	HV	PASS	Xcontam=[0.008,0.024]
ALA004	ALA004	45.72, Locus 03-3002	SkourtaniontiCell2020	Direct: IntCal20	3773	42	1896-1746 calBCE (3507±23 BP, MAMS-33677)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	1.644794	682983	M	J-Y6240	J2a1a1a2b2	X2e2a	PASS	Xcontam=[0.005,0.013]
ALA037	ALA037	45.45, Locus 30, AT 11452	SkourtaniontiCell2020	Direct: IntCal20	3754	48	1882-1700 calBCE (3477±24 BP, MAMS-33698)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	0.253923	225170	F	n/a (female)	n/a (female)	W3b	PASS	..
ALA008	ALA008	45.44, Locus 133, AT 17652	SkourtaniontiCell2020	Direct: IntCal20	3752	49	1881-1698 calBCE (3473±23 BP, MAMS-33678)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	1.933454	709645	M	H-P96	H	H6a1b	PASS	Xcontam=[0.009,0.017]
ALA029	ALA029	45.44, Locus 79, AT 7695	SkourtaniontiCell2020	Direct: IntCal20	3743	54	1881-1693 calBCE (3465±26 BP, MAMS-33694)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	1.763292	665868	F	n/a (female)	n/a (female)	T2	PASS	..
ALA013	ALA013	45.44, Locus 152, AT 19260	SkourtaniontiCell2020	Direct: IntCal20	3734	57	1880-1690 calBCE (3457±24 BP, MAMS-33681)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	5.713372	919217	F	n/a (female)	n/a (female)	H47	PASS	..
ALA025	ALA025	45.44, Locus 66, AT 6032	SkourtaniontiCell2020	Direct: IntCal20	3711	62	1879-1641 calBCE (3443±25 BP, MAMS-33691)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	1.57267	687306	F	n/a (female)	n/a (female)	H	PASS	..
ALA028	ALA028	45.44, Locus 73, AT 7395	SkourtaniontiCell2020	Direct: IntCal20	3705	62	1878-1636 calBCE (3440±26 BP, MAMS-33693)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	2.741288	843427	F	n/a (female)	n/a (female)	K1a17	PASS	..
ALA034	ALA034	45.45, Locus 6, AT 8830	SkourtaniontiCell2020	Direct: IntCal20	3697	61	1876-1635 calBCE (3436±24 BP, MAMS-33696)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	2.328034	803269	F	n/a (female)	n/a (female)	H13a2b2	PASS	..
ALA014_d	ALA014	45.45, Locus 8, AT 8836	SkourtaniontiCell2020	Direct: IntCal20	3629	40	1743-1621 calBCE (3392±23 BP, MAMS-33682)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	0.075984	81735	M	..	..	..	PASS	..
ALA026	ALA026	45.44, Locus 70, AT 6931	SkourtaniontiCell2020	Direct: IntCal20	3627	42	1746-1616 calBCE (3390±25 BP, MAMS-33692)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	4.161153	907845	M	J-Z1884	J1a2a1a2d2b2b2~	T1a	PASS	Xcontam=[0.008,0.012]
ALA011	ALA011	45.44, Locus 146, AT 18960	SkourtaniontiCell2020	Direct: IntCal20	3620	39	1743-1614 calBCE (3382±23 BP, MAMS-33680)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	1.858476	686935	M	J-Y3020	J2a1a1a2b2a3b~	X2d	PASS	Xcontam=[0.005,0.013]
ALA019	ALA019	32.57, Locus 247, AT 15878	SkourtaniontiCell2020	Direct: IntCal20	3514	32	1616-1510 calBCE (3298±23 BP, MAMS-33687)	Turkey_Alalakh_MLBA_outlier	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	2.981372	731441	F	n/a (female)	n/a (female)	H2a3	PASS	..
ALA016	ALA016	32.54, Locus 85, AT 017541	SkourtaniontiCell2020	Direct: IntCal20	3503	35	1614-1504 calBCE (3284±24 BP, MAMS-33684)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	0.468561	355696	F	n/a (female)	n/a (female)	I2	PASS	mtcontam=[0.93,0.97]
ALA017	ALA017	32.57, Locus 164, AT 10070	SkourtaniontiCell2020	Direct: IntCal20	3478	35	1611-1456 calBCE (3264±23 BP, MAMS-33685)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	0.995827	531864	F	n/a (female)	n/a (female)	U1a1d	PASS	..
ALA030	ALA030	45.44, Locus 105, AT 10669	SkourtaniontiCell2020	Direct: IntCal20	3467	37	1610-1448 calBCE (3256±25 BP, MAMS-33695)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	2.330954	732231	F	n/a (female)	n/a (female)	H5a1j	PASS	..
ALA020	ALA020	44.86, Locus 22, AT 15460	SkourtaniontiCell2020	Direct: IntCal20	3395	35	1504-1397 calBCE (3167±29 BP, MAMS-33688)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	1.317261	657568	F	n/a (female)	n/a (female)	H6a	PASS	..
ALA002	ALA002	45.71, Locus 03-3017, Pail 246, Skeleton S04-8	SkourtaniontiCell2020	Direct: IntCal20	3388	31	1499-1398 calBCE (3158±22 BP, MAMS-33676)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	1.651118	706160	M	J-FGC4745	J1a2a1a2d2b2b2c3~	N1a3a2	PASS	Xcontam=[0.006,0.014]
ALA018	ALA018	42.29, 44, L. 237, AT 019127	SkourtaniontiCell2020	Direct: IntCal20	3382	38	1499-1323 calBCE (3154±26 BP, MAMS-33686)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	1.233834	676459	M	J-Z2317	J1a2a1a2d2b2b2~	HV1b3b	PASS	Xcontam=[0.009,0.021]
ALA001_d	ALA001	45.71, Locus 03-3017, Pail 257, Skeleton S04-9	SkourtaniontiCell2020	Direct: IntCal20	3378	37	1498-1322 calBCE (3151±24 BP, MAMS-33675)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	0.124953	127132	M	..	..	..	PASS	..
ALA039	ALA039	44.85, Locus 15, AT 14466	SkourtaniontiCell2020	Direct: IntCal20	3337	44	1491-1301 calBCE (3125±24 BP, MAMS-33700)	Turkey_Alalakh_MLBA	Hatay Province, Tell Atchana/Alalakh	Turkey	36.23778	36.38472	1240K	2.034936	749180	F	n/a (female)	n/a (female)	K1a+150	PASS	..
S_Turkish-1.DG	S_Turkish-1	S_Turkish-1	MallickNature2016	Modern	0	0	present	Turkish.DG	Kayseri	Turkey	38.73333333	35.48333333	Shotgun.diploid	44.86	1119929	M	R-BY11117	R1b1a1b1a1a2c1a5c2	..	PASS	SGDP, Fully Public
S_Turkish-2.DG	S_Turkish-2	S_Turkish-2	MallickNature2016	Modern	0	0	present	Turkish.DG	Kayseri	Turkey	38.73333333	35.48333333	Shotgun.diploid	44.31	1119238	F	n/a (female)	n/a (female)	..	PASS	SGDP, Fully Public
TIT021	TIT021	TH80084 	SkourtaniontiCell2020	Direct: IntCal20	4182	50	2338-2141 calBCE (3799 ± 25 BP, MAMS-40684) 	Turkey_TitrisHoyuk_EBA	Şanlıurfa Province, Titriş Höyük	Turkey 	37.4759306	38.6783333	1240K	0.082467	86634	M	J-M102	J2	..	PASS	Literature
I4635	I4635	StPet14, site II, grave K-167, individual 4	NarasimhanPattersonScience2019	Context: Archaeological - Period	5450	115	3700-3300 BCE	Turkmenistan_C_Parkhai	Parkhai II	Turkmenistan	38.348048	56.24543	1240K	3.813	782045	F	n/a (female)	n/a (female)	HV13b	PASS	..
I4085	I4085	ANAU1	NarasimhanPattersonScience2019	Context: Archaeological - Period	5450	289	4000-3000 BCE	Turkmenistan_C_TepeAnau	Turkestan, Tepe Anau	Turkmenistan	37.872	58.225	1240K	1.294	647606	M	R-V1946	R2	H13a2a	PASS	Xcontam=[0.009,0.023]
I4086	I4086	ANAU2	NarasimhanPattersonScience2019	Context: Archaeological - Period	5450	289	4000-3000 BCE	Turkmenistan_C_TepeAnau	Turkestan, Tepe Anau	Turkmenistan	37.872	58.225	1240K	1.995	720629	F	n/a (female)	n/a (female)	U1a1d	PASS	..
I4087	I4087	ANAU3	NarasimhanPattersonScience2019	Context: Archaeological - Period	5450	289	4000-3000 BCE	Turkmenistan_C_TepeAnau	Turkestan, Tepe Anau	Turkmenistan	37.872	58.225	1240K	2.902	786579	M	R2	R2	W3a1	PASS	Xcontam=[0.006,0.018]
I8510	I8510	MOS317, Geoksyur 1, 1964, 200 –±—è–∏—è, IE-10-20	NarasimhanPattersonScience2019	Direct: IntCal20	5163	78	3346-3092 calBCE (4490±25 BP, PSUAMS-3987)	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.379169	343488	F	n/a (female)	n/a (female)	I1b	PASS	..
I12484_published	I12484	644	NarasimhanPattersonScience2019	Context: Archaeological - Period	5100	202	3500-2800 BCE	Turkmenistan_C_Geoksyur	Geoksiur	Turkmenistan	37.1907	61.0343	1240K	0.119506	124825	F	n/a (female)	n/a (female)	R2+13500	PASS	..
I12478	I12478	MOS321, IE-10-22	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.070807	77627	F	n/a (female)	n/a (female)	HV13b	PASS	..
I12479	I12479	MOS322, IE-10-16	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.07241	80554	F	n/a (female)	n/a (female)	I1c1	PASS	mtcontam=0.969
I12480	I12480	MOS318, IE-10-13	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.678828	477034	F	n/a (female)	n/a (female)	HV	PASS	..
I12481	I12481	MOS312, IE-10-52	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.782561	481882	M	J-ZS6592	J1a2a1b1a~	HV12b1	PASS	..
I12482	I12482	MOS297, IE-10-48	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.261743	232151	M	J-PF4993	J2a2a1a~	I1c1	PASS	..
I12483	I12483	MOS313, IE-10-51	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.392972	346300	F	n/a (female)	n/a (female)	HV	PASS	..
I12485	I12485	MOS333, IE-10-6	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	2.210772	757725	F	n/a (female)	n/a (female)	J1d4	PASS	..
I12486	I12486	MOS290, IE-10-33	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	3.113796	771873	U	n/a (sex unknown)	n/a (sex unknown)	J1b1a1	PASS	..
I12487	I12487	MOS329, IE-10-9	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.539743	429691	M	J-ZS6592	J1a2a1b1a~	T2g1b	PASS	..
I8503	I8503	MOS293, Geoksyur 1, 163, IE-10-29	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.139246	148260	F	n/a (female)	n/a (female)	J	PASS	..
I8524	I8524	MOS319, Geoksyur 1, 1963, Skull N124, IE-10-14	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.215971	215406	M	J-ZS6592	J1a2a1b1a~	U7a	PASS	mtcontam=[0.932,0.972]
I8526	I8526	"MOS323, Geoksyur 1, 1964, 188, Tolos ""–©"", IE-10-15"	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.037494	43005	M	R2	R2	J1d6	PASS	..
I8527	I8527	MOS324, Geoksyur 1, 1964, 172, –≤—è–ø–µ, IE-10-23	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.028172	32673	M	IJK	IJK	..	PASS	..
I8528	I8528	"MOS325, Geoksyur 1, 1963, N43, Tolos ""K"", IE-10-18"	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.025556	29384	F	n/a (female)	n/a (female)	I1b	PASS	..
I8529	I8529	MOS326, Geoksyur 1, 1965, N206, IE-10-8	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.09774	108222	M	Q-L56	Q1b	U	PASS	..
I8530	I8530	"MOS327, Geoksyur, 1963, grave 92 —á, Tolos ""P"", GS-1, –≤—è–∏–µ, IE-10-1"	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.137141	145223	F	n/a (female)	n/a (female)	I1	PASS	mtcontam=[0.885,0.975]
I8532	I8532	"MOS330, Geoksyur 1, 1963, Skull N107, Tolos ""–ß"", IE-10-4"	NarasimhanPattersonScience2019	Context: Date(s) from same site (I8502, I8504, I8510, I8525, I8534)	5050	173	3400-2800 BCE	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.104372	112442	F	n/a (female)	n/a (female)	..	PASS	..
I4259	I4259	UZ-PK-003, Parkhai, 117, 2, 56-74	NarasimhanPattersonScience2019	Direct: IntCal20	5021	87	3315-2928 calBCE (4425±20 BP, PSUAMS-2799)	Turkmenistan_C_Parkhai	Parkhai II	Turkmenistan	38.348048	56.24543	1240K	1.716	677563	F	n/a (female)	n/a (female)	HV13b	PASS	..
I4634	I4634	StPet13, site II, grave K-168, individual 9	NarasimhanPattersonScience2019	Direct: IntCal20	4998	87	3312-2920 calBCE (4415±25 BP, PSUAMS-3757)	Turkmenistan_C_Parkhai	Parkhai II	Turkmenistan	38.348048	56.24543	1240K	3.801	780697	F	n/a (female)	n/a (female)	I1b	PASS	..
I8504	I8504	"MOS295, Geoksyur 1, 1963, N 139, Tolos ""–¶"", IE-10-35"	NarasimhanPattersonScience2019	Direct: IntCal20	4963	67	3096-2919 calBCE (4400±25 BP, PSUAMS-3986)	Turkmenistan_C_Geoksyur	Geoksyur	Turkmenistan	37.1907	61.0343	1240K	0.393825	358493	M	J-ZS6592	J1a2a1b1a~	T2d2	PASS	..
I6669	I6669	StPet25, site II, grave K-256, individual 1	NarasimhanPattersonScience2019	Direct: IntCal20	4924	43	3081-2907 calBCE (4365±25 BP, PSUAMS-2950)	Turkmenistan_C_Parkhai	Parkhai II	Turkmenistan	38.348048	56.24543	1240K	2.165302	768457	F	n/a (female)	n/a (female)	HV2a	PASS	..
I6671	I6671	StPet27, site II, grave K-235, individual 13	NarasimhanPattersonScience2019	Context: Archaeological - Period	4550	231	3000-2200 BCE	Turkmenistan_EBA_Parkhai	Parkhai II	Turkmenistan	38.348048	56.24543	1240K	3.746394	863098	F	n/a (female)	n/a (female)	HV14	PASS	..
I11042	I11042	UfaNov17-005 3220 (skeleton 3)	NarasimhanPattersonScience2019	Context: Archaeological - Period	4225	14	2300-2250 BCE	Turkmenistan_Gonur_BA_1	Gonur	Turkmenistan	38.21228	62.03443	1240K	0.016221	18763	M	F	F	HV18	PASS	..
I2123	I2123	Gonur 2005 tomb 3465 sample 9	NarasimhanPattersonScience2019	Direct: IntCal20	4211	70	2451-2141 calBCE (3815±35 BP, Poz-83491)	Turkmenistan_Gonur_BA_2	Gonur	Turkmenistan	38.21228	62.03443	1240K	0.341635	314707	F	n/a (female)	n/a (female)	M30a	PASS	..
I10411	I10411	UfaNov17-055, Gonur skull 3250	NarasimhanPattersonScience2019	Context: Archaeological - Period	4200	29	2300-2200 BCE	Turkmenistan_Gonur_BA_1	Gonur	Turkmenistan	38.21228	62.03443	1240K	0.224585	229454	M	J-BY40968	J2a2a1a1a2	U7a	PASS	..
I11039	I11039	UfaNov17-001 tomb 3230 skeleton 4	NarasimhanPattersonScience2019	Direct: IntCal20	4188	43	2336-2144 calBCE (3805±20 BP, PSUAMS-4602)	Turkmenistan_BA_Gonur_4	Gonur	Turkmenistan	38.21228	62.03443	1240K	0.097675	104997	F	n/a (female)	n/a (female)	HV12b1	PASS	mtcontam=[0.892,0.969]
I1782	I1782	Gonur 2003 tomb 3049 sample 3	NarasimhanPattersonScience2019	Direct: IntCal20	4163	48	2289-2141 calBCE (3785±20 BP, PSUAMS-2309)	Turkmenistan_Gonur_BA_1	Gonur	Turkmenistan	38.21228	62.03443	1240K	0.241703	238916	F	n/a (female)	n/a (female)	..	PASS	mtcontam=[0.951,0.976]
I6674	I6674	StPet33, site II, grave 267, Museum ID 7651-138	NarasimhanPattersonScience2019	Direct: IntCal20	4148	75	2341-2038 calBCE (3775±40 BP, PSUAMS-2951)	Turkmenistan_MBA_Parkhai	Parkhai II	Turkmenistan	38.348048	56.24543	1240K	2.046477	792408	F	n/a (female)	n/a (female)	..	PASS	..
I6217	I6217	Gonur tomb 1300 sample 51	NarasimhanPattersonScience2019	Direct: IntCal20	4139	50	2286-2064 calBCE (3770±20 BP, PSUAMS-2806)	Turkmenistan_Gonur_BA_1	Gonur	Turkmenistan	38.21228	62.03443	1240K	0.013581	15935	F	n/a (female)	n/a (female)	J1	PASS	..
I10409_published	I10409	UfaNov17-004 tomb 3225 skeleton 1	NarasimhanPattersonScience2019	Direct: IntCal20	4113	58	2282-2041 calBCE (3755±25 BP, PSUAMS-4599)	Turkmenistan_Gonur_BA_2	Gonur	Turkmenistan	38.21228	62.03443	1240K	0.097283	105846	M	H-M82	H1a1a	R5a2b	PASS	..
